EntrezID,GeneID,Symbol,Description,Protein Name,UniProt ID
1466,ENSG00000175183,CSRP2,cysteine and glycine rich protein 2,Cysteine and glycine-rich protein 2,Q93030; Q16527
1468,ENSG00000183048,SLC25A10,solute carrier family 25 member 10,Mitochondrial dicarboxylate carrier,Q96BA1; Q96IP1; Q542Z3; Q9UBX3
1469,ENSG00000170373,CST1,cystatin SN,Cystatin-SN,Q96LE6; P01037; Q9UCQ6
1470,ENSG00000170369,CST2,cystatin SA,Cystatin-SA,P09228; Q9UCQ7
1471,ENSG00000101439,CST3,cystatin C,Cystatin-C,P01034; B2R5J9; Q6FGW9; D3DW42
1472,ENSG00000101441,CST4,cystatin S,Cystatin-S,Q9UBI5; Q9UCS9; P01036
1473,ENSG00000170367,CST5,cystatin D,Cystatin-D,Q9UCA0; P28325; Q5JRF5
1474,ENSG00000175315,CST6,cystatin E/M,Cystatin-M,Q15828; Q540N7
1475,ENSG00000121552,CSTA,cystatin A,Cystatin-A,P01040; Q6IB90
1476,ENSG00000160213,CSTB,cystatin B,Cystatin-B,P04080
1477,ENSG00000101138,CSTF1,cleavage stimulation factor subunit 1,Cleavage stimulation factor subunit 1,Q5QPD8; Q05048
1478,ENSG00000101811,CSTF2,cleavage stimulation factor subunit 2,Cleavage stimulation factor subunit 2,Q5H951; Q6LA74; Q8N502; P33240
1479,ENSG00000176102,CSTF3,cleavage stimulation factor subunit 3,Cleavage stimulation factor subunit 3,D3DR04; A8K471; Q96FQ8; E9PB40; Q32P22; Q96QK4; Q12996; Q96QD6
1482,ENSG00000183072,NKX2-5,NK2 homeobox 5,Homeobox protein Nkx-2.5,P52952; B4DNB6; A8K3K0; E9PBU6
1485,ENSG00000184033,CTAG1B,cancer/testis antigen 1B,Cancer/testis antigen 1,P78358; Q7LBY4; A1L417; Q9NY13; B7WNL9
1486,ENSG00000117151,CTBS,chitobiase,Di-N-acetylchitobiase,Q5VX50; Q01459
1487,ENSG00000159692,CTBP1,C-terminal binding protein 1,C-terminal-binding protein 1,Q13363; Q4W5N3; Q7Z2Q5
1488,ENSG00000175029,CTBP2,C-terminal binding protein 2,C-terminal-binding protein 2,Q5SQP7; Q8IY44; D3DRF5; O43449; P56545; Q9H2T8; Q69YI3; Q86SV0; A8K2X5
1489,ENSG00000150281,CTF1,cardiotrophin 1,Cardiotrophin-1,Q5U5Y7; Q16619; A8MVX4
1490,ENSG00000118523,CCN2,cellular communication network factor 2,CCN family member 2,Q96A79; Q96QX2; P29279; Q6LCY0; E1P578; Q9UDL6
1491,ENSG00000116761,CTH,cystathionine gamma-lyase,Cystathionine gamma-lyase,B4E1R2; Q53FB3; Q53Y79; Q9H4W7; P32929; E9PDV0; Q9H4W8
1493,ENSG00000163599,CTLA4,cytotoxic T-lymphocyte associated protein 4,Cytotoxic T-lymphocyte protein 4,O95653; Q52MC1; A0N1S0; Q53TD5; Q5S005; Q8WXJ1; Q96P43; Q9UKN9; E9PDH0; Q0PP65; P16410
1495,ENSG00000044115,CTNNA1,catenin alpha 1,Catenin alpha-1,Q12795; Q8N1C0; P35221
1496,ENSG00000066032,CTNNA2,catenin alpha 2,Catenin alpha-2,P26232; Q53TM8; Q7Z3L1; Q7Z3Y0; B7Z898; B3KXE5; Q53T67; Q53T71; B7Z2W7; B7Z352; Q53R33; Q4ZFW1; Q53R26
1497,ENSG00000040531,CTNS,"cystinosin, lysosomal cystine transporter",Cystinosin,O60931; Q9UNK6; Q8IZ01; D3DTJ5
1499,ENSG00000168036,CTNNB1,catenin beta 1,Catenin beta-1,A8K1L7; P35222; Q8NI94; Q8NEW9; Q9H391
1500,ENSG00000198561,CTNND1,catenin delta 1,Catenin delta-1,O60715; Q9UP73; Q6DHZ7; O15088; O60714; O60935; Q9UP72; O60713; Q6RBX8; Q9UP71; A8K939; O60716
1501,ENSG00000169862,CTNND2,catenin delta 2,Catenin delta-2,B0FTZ7; O43206; O00379; Q13589; Q9UQB3; Q9UM66; O43840; Q9UPM3; O15390
1503,ENSG00000171793,CTPS1,CTP synthase 1,CTP synthase 1,Q96GK6; P17812; D3DPW1; B4DR64; Q5VW67
1504,ENSG00000168925,CTRB1,chymotrypsinogen B1,Chymotrypsinogen B,P17538
1506,ENSG00000141086,CTRL,chymotrypsin like,Chymotrypsin-like protease CTRL-1,P40313
1508,ENSG00000164733,CTSB,cathepsin B,Cathepsin B,B3KQR5; Q503A6; B3KRR5; P07858; Q96D87
1509,ENSG00000117984,CTSD,cathepsin D,Cathepsin D,P07339; Q6IB57
1510,ENSG00000196188,CTSE,cathepsin E,Cathepsin E,Q9UCE4; Q5TZ01; Q5TZ02; P14091; Q9UCE3; Q9NY58
1511,ENSG00000100448,CTSG,cathepsin G,Cathepsin G,P08311; Q9UCA5; Q6IBJ6; Q9UCU6
1512,ENSG00000103811,CTSH,cathepsin H,Pro-cathepsin H,B2RBK0; Q96NY6; Q9BUM7; P09668
1513,ENSG00000143387,CTSK,cathepsin K,Cathepsin K,Q6FHS6; P43235
1514,ENSG00000135047,CTSL,cathepsin L,Procathepsin L,Q96QJ0; Q6IAV1; P07711
1515,ENSG00000136943,CTSV,cathepsin V,Cathepsin L2,Q5T1U0; O60911; Q2TB86; O60233
1517,-,CTSLP2,cathepsin L pseudogene 2,-,-
1519,ENSG00000256043,CTSO,cathepsin O,Cathepsin O,P43234
1520,ENSG00000163131,CTSS,cathepsin S,Cathepsin S,D3DV05; Q9BUG3; P25774; B4DWC9; Q5T5I0; Q6FHS5
1521,ENSG00000172543,CTSW,cathepsin W,Cathepsin W,P56202; Q86VT4
1522,ENSG00000101160,CTSZ,cathepsin Z,Cathepsin Z,B2RC40; Q9UQV6; Q9UQV5; Q9UBR2; O75331
1523,ENSG00000257923,CUX1,cut like homeobox 1,Homeobox protein cut-like 1; Protein CASP,J3KQV9; P39880; Q6NYH4; Q13948; B3KWH3; B3KWH8; G3V1Z6; Q86UJ7; Q8TBS3; B3KV79; Q75MT2; Q75MT3; Q53GU9; Q75LE5; Q9UEV5; B4DZZ2; J3KPQ6
1524,ENSG00000168329,CX3CR1,C-X3-C motif chemokine receptor 1,CX3C chemokine receptor 1,B2R5Z4; A0N0N6; P49238; J3KP17
1525,ENSG00000154639,CXADR,CXADR Ig-like cell adhesion molecule,Coxsackievirus and adenovirus receptor,D3YHP0; Q8WWT7; Q8WWT8; P78310; B7WPI3; O00694; Q8WWT6; B2R8V8; Q9UKV4
1527,ENSG00000278057,TEX28,testis expressed 28,Testis-specific protein TEX28,O15482; B1B1E8; D3DWW5
1528,ENSG00000166347,CYB5A,cytochrome b5 type A,Cytochrome b5,P00167; F8WEU4; Q6IB14; A8MV91
1534,ENSG00000008283,CYB561,cytochrome b561,Transmembrane ascorbate-dependent reductase CYB561,Q9BU05; D3DU11; Q5BJG9; B7Z775; Q9BWR9; P49447; B2RE96
1535,ENSG00000051523,CYBA,cytochrome b-245 alpha chain,Cytochrome b-245 light chain,Q14090; Q9BR72; P13498
1536,ENSG00000165168,CYBB,cytochrome b-245 beta chain,Cytochrome b-245 heavy chain,A8K138; P04839; Q2PP16
1537,ENSG00000179091,CYC1,cytochrome c1,"Cytochrome c1, heme protein, mitochondrial",P08574; Q6FHS7; Q5U062
1538,ENSG00000183035,CYLC1,cylicin 1,Cylicin-1,A0AVQ8; P35663; Q5JQQ9
1539,ENSG00000155833,CYLC2,cylicin 2,Cylicin-2,Q14093; B2R8F4; Q5VVJ9
1540,ENSG00000083799,CYLD,CYLD lysine 63 deubiquitinase,Ubiquitin carboxyl-terminal hydrolase CYLD,Q9NQC7; Q9NZX9; Q96EH0; Q7L3N6; O94934
1543,ENSG00000140465,CYP1A1,cytochrome P450 family 1 subfamily A member 1,Cytochrome P450 1A1,Q53G18; P04798; A4F3V9; A4F3W0
1544,ENSG00000140505,CYP1A2,cytochrome P450 family 1 subfamily A member 2,Cytochrome P450 1A2,Q6NWU3; Q9UK49; Q6NWU5; P05177; Q16754; Q9BXX7
1545,ENSG00000138061,CYP1B1,cytochrome P450 family 1 subfamily B member 1,Cytochrome P450 1B1,Q16678; Q5TZW8; Q93089; Q9H316
1548,ENSG00000255974,CYP2A6,cytochrome P450 family 2 subfamily A member 6,Cytochrome P450 2A6,P00190; Q16803; Q9H1Z7; Q9UK48; Q4VAT9; P11509; A7YAE5; B2R7F6; Q4VAU1; Q4VAU0; P10890; Q9UCU0
1549,ENSG00000198077,CYP2A7,cytochrome P450 family 2 subfamily A member 7,Cytochrome P450 2A7,P20853; Q13121
1551,ENSG00000160870,CYP3A7,cytochrome P450 family 3 subfamily A member 7,Cytochrome P450 3A7,Q9H241; P24462; A4D288
1553,ENSG00000197838,CYP2A13,cytochrome P450 family 2 subfamily A member 13,Cytochrome P450 2A13,Q53YR8; Q9H2X2; Q16696; Q6R569; Q6R570
1555,ENSG00000197408,CYP2B6,cytochrome P450 family 2 subfamily B member 6,Cytochrome P450 2B6,Q2V565; Q9UK46; P20813; B4DWP3
1556,ENSG00000291083,CYP2B7P,"cytochrome P450 family 2 subfamily B member 7, pseudogene",-,-
1557,ENSG00000165841,CYP2C19,cytochrome P450 family 2 subfamily C member 19,Cytochrome P450 2C19,Q8WZB1; P33259; P33261; Q9UCD4; Q8WZB2
1558,ENSG00000138115,CYP2C8,cytochrome P450 family 2 subfamily C member 8,Cytochrome P450 2C8,P10632; A8K9N8; Q8WWB1; B0AZN2; Q5VX93; Q9UCZ9; B7Z1F6
1559,ENSG00000138109,CYP2C9,cytochrome P450 family 2 subfamily C member 9,Cytochrome P450 2C9,Q16756; Q6IRV8; P11712; P11713; Q16872; Q5VX92; Q8WW80
1562,ENSG00000108242,CYP2C18,cytochrome P450 family 2 subfamily C member 18,Cytochrome P450 2C18,Q16751; Q4VAT5; P33260; Q16703; B2R8K2; Q6GRG1
1564,-,CYP2D7,cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene),Putative cytochrome P450 2D7,A0A087X1C5; Q6XP50
1565,ENSG00000100197,CYP2D6,cytochrome P450 family 2 subfamily D member 6,Cytochrome P450 2D6,P10635; Q6B012; Q16752; Q2XND7; Q6NXU8; Q2XND6; Q2XNE0
1571,ENSG00000130649,CYP2E1,cytochrome P450 family 2 subfamily E member 1,Cytochrome P450 2E1,Q6NWT9; Q9UK47; P05181; Q5VZD5
1572,ENSG00000197446,CYP2F1,cytochrome P450 family 2 subfamily F member 1,Cytochrome P450 2F1,P24903; A7KAU9; Q32MN5; A7KAU6; A7KAU7; A7KAU8; Q8WWJ2; A7KAV0
1573,ENSG00000134716,CYP2J2,cytochrome P450 family 2 subfamily J member 2,Cytochrome P450 2J2,B2RD33; Q8TF13; P51589
1576,ENSG00000160868,CYP3A4,cytochrome P450 family 3 subfamily A member 4,Cytochrome P450 3A4,Q16757; P05184; Q9UK50; P08684
1577,ENSG00000106258,CYP3A5,cytochrome P450 family 3 subfamily A member 5,Cytochrome P450 3A5,Q75MV0; P20815; Q53WY8; A4D289; Q9HB56; B7Z5I7
1579,ENSG00000187048,CYP4A11,cytochrome P450 family 4 subfamily A member 11,Cytochrome P450 4A11,Q5VSP8; Q86SU6; Q02928; Q16865; Q8IWY5; Q06766; Q16866
1580,ENSG00000142973,CYP4B1,cytochrome P450 family 4 subfamily B member 1,Cytochrome P450 4B1,Q8TD85; Q8WWV0; Q1HBI2; Q8WWU9; P13584; Q8WWF2
1581,ENSG00000167910,CYP7A1,cytochrome P450 family 7 subfamily A member 1,Cytochrome P450 7A1,P78454; P22680; Q3MIL8; Q7KZ19
1582,ENSG00000180432,CYP8B1,cytochrome P450 family 8 subfamily B member 1,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,B2RCY3; O75958; Q6NWT2; Q6NWT3; Q9UNU6
1583,ENSG00000140459,CYP11A1,cytochrome P450 family 11 subfamily A member 1,"Cholesterol side-chain cleavage enzyme, mitochondrial",P05108; B3KPU8; Q8N1A7; Q15081; Q16805; A8K8D5; G3XAD7
1584,ENSG00000160882,CYP11B1,cytochrome P450 family 11 subfamily B member 1,"Cytochrome P450 11B1, mitochondrial",P15538; Q4VAQ9; Q14095; Q4VAQ8; Q9UML2
1585,ENSG00000179142,CYP11B2,cytochrome P450 family 11 subfamily B member 2,"Cytochrome P450 11B2, mitochondrial",B0ZBE4; P19099; Q16726
1586,ENSG00000148795,CYP17A1,cytochrome P450 family 17 subfamily A member 1,"Steroid 17-alpha-hydroxylase/17,20 lyase",P05093; Q5TZV7
1587,ENSG00000293380,ADAM3A,ADAM metallopeptidase domain 3A (pseudogene),-,-
1588,ENSG00000137869,CYP19A1,cytochrome P450 family 19 subfamily A member 1,Aromatase,P11511; Q16731; Q8IYJ7; Q3B764; Q58FA0
1589,ENSG00000231852,CYP21A2,cytochrome P450 family 21 subfamily A member 2,Steroid 21-hydroxylase,Q96NU8; A2BHY6; Q16806; Q5ST44; P08686; P04033; Q01204; Q08AG8; Q16749; Q16874
1590,ENSG00000290788,CYP21A1P,"cytochrome P450 family 21 subfamily A member 1, pseudogene",-,-
1591,ENSG00000019186,CYP24A1,cytochrome P450 family 24 subfamily A member 1,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Q15807; Q5I2W7; Q32ML3; Q07973
1592,ENSG00000095596,CYP26A1,cytochrome P450 family 26 subfamily A member 1,Cytochrome P450 26A1,Q5VXI0; O43174; B3KNI4; Q5VXH9
1593,ENSG00000135929,CYP27A1,cytochrome P450 family 27 subfamily A member 1,"Sterol 26-hydroxylase, mitochondrial",Q6LDB4; Q86YQ6; Q02318; A8K303
1594,ENSG00000111012,CYP27B1,cytochrome P450 family 27 subfamily B member 1,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",O15528; B2RC61; Q548T3
1595,ENSG00000001630,CYP51A1,cytochrome P450 family 51 subfamily A member 1,Lanosterol 14-alpha demethylase,B4DJ55; Q99868; Q16850; A0A0C4DFL7; O00770; B2RAI4; Q16784; A4D1F8; O00772; Q8N1A8
1600,ENSG00000173406,DAB1,DAB adaptor protein 1,Disabled homolog 1,Q6NWT1; Q6NWT0; A4FU90; Q5T6M6; Q5T836; Q4LE59; Q5T835; Q5T6M9; O75553; Q9NYA8; B3KTG3; Q5T837; Q6NWS9
1601,ENSG00000153071,DAB2,DAB adaptor protein 2,Disabled homolog 2,P98082; A6NES5; Q13598; Q9BTY0; Q9UK04
1602,ENSG00000276644,DACH1,dachshund family transcription factor 1,Dachshund homolog 1,D0FY36; O75687; Q9UI36; Q5VYY3; Q5VYY4; A0A087WZP2; Q96SG3; Q9UMH4; D0FY35; O75523; Q96SG4; Q9H524
1603,ENSG00000129562,DAD1,defender against cell death 1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,O08552; P46966; Q6FGA3; Q96GB7; P46968; P61803; O70364; D3DS25
1604,ENSG00000196352,CD55,CD55 molecule (Cromer blood group),Complement decay-accelerating factor,Q14UF4; D3DT84; Q14UF6; Q14UF3; P78361; E7ER69; P09679; P08174; B1AP14; Q14UF2; Q14UF5; D3DT83
1605,ENSG00000173402,DAG1,dystroglycan 1,Dystroglycan 1,A8K6M7; Q969J9; Q14118
1606,ENSG00000065357,DGKA,diacylglycerol kinase alpha,Diacylglycerol kinase alpha,O75482; O95217; O75483; Q8N5Q2; P23743; Q8IZ56; O75481; Q3ZE25
1607,ENSG00000136267,DGKB,diacylglycerol kinase beta,Diacylglycerol kinase beta,Q75MF9; Q9Y6T7; O75241; A8MXU2; Q2M377; Q9UQ29; A4D117; Q86UI5; Q86UM9; Q75MU7; A4D116
1608,ENSG00000058866,DGKG,diacylglycerol kinase gamma,Diacylglycerol kinase gamma,P49619; Q2M1H4; B2RAH4; Q5FWG1
1609,ENSG00000145214,DGKQ,diacylglycerol kinase theta,Diacylglycerol kinase theta,P52824; Q6P3W4
1610,ENSG00000110887,DAO,D-amino acid oxidase,D-amino-acid oxidase,Q16758; P14920; B2R7I5; Q8N6R2
1611,ENSG00000112977,DAP,death associated protein,Death-associated protein 1,P51397; Q6FGC3; Q9BUC9
1612,ENSG00000196730,DAPK1,death associated protein kinase 1,Death-associated protein kinase 1,B7ZLD2; Q68CP8; Q6ZRZ3; Q1W5W0; B7ZLE7; P53355; Q14CQ7; Q9BTL8
1613,ENSG00000167657,DAPK3,death associated protein kinase 3,Death-associated protein kinase 3,A0AVN4; B3KQE2; O43293; Q05JY4
1615,ENSG00000115866,DARS1,aspartyl-tRNA synthetase 1,"Aspartate--tRNA ligase, cytoplasmic",A8K3J2; Q53YC5; Q68CR9; Q9BW52; D3DP77; Q2TNI3; Q32Q69; Q53HV4; P14868
1616,ENSG00000204209,DAXX,death domain associated protein,Death domain-associated protein 6,B4E1I3; F5ANJ7; F5H082; Q9BWI3; F5ANJ6; Q5STK9; O14747; O15141; Q9UER7; O15208
1617,ENSG00000188120,DAZ1,deleted in azoospermia 1,Deleted in azoospermia protein 1,Q9NQZ3; Q1RMF9; Q9NQZ4
1618,ENSG00000092345,DAZL,deleted in azoospermia like,Deleted in azoospermia-like,Q5HYB4; Q92909; Q92904; O15396
1620,ENSG00000078725,BRINP1,BMP/retinoic acid inducible neural specific 1,BMP/retinoic acid-inducible neural-specific protein 1,Q6IPV6; O60477; Q6P1A0; Q8WU22
1621,ENSG00000123454,DBH,dopamine beta-hydroxylase,Dopamine beta-hydroxylase,P09172; Q96AG2; Q5T381
1622,ENSG00000155368,DBI,"diazepam binding inhibitor, acyl-CoA binding protein",Acyl-CoA-binding protein,Q6IB48; B8ZWD6; Q53SQ7; P08869; P07108; B8ZWD2; B8ZWD7; Q4VWZ6; Q9UCI8
1627,ENSG00000113758,DBN1,drebrin 1,Drebrin,Q16643; Q9UFZ5; A8MV58; B2RBG0
1628,ENSG00000105516,DBP,D-box binding PAR bZIP transcription factor,D site-binding protein,A2I2P4; Q10586
1629,ENSG00000137992,DBT,dihydrolipoamide branched chain transacylase E2,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",Q5VVL8; P11182; B2R811
1630,ENSG00000187323,DCC,DCC netrin 1 receptor,Netrin receptor DCC,P43146
1632,ENSG00000167969,ECI1,enoyl-CoA delta isomerase 1,"Enoyl-CoA delta isomerase 1, mitochondrial",Q9UDG6; A8K512; Q7Z2L7; Q13290; Q7Z2L6; Q9BW05; P42126; Q9BUB8
1633,ENSG00000156136,DCK,deoxycytidine kinase,Deoxycytidine kinase,P27707; B2R8V6; Q6FI11; Q5TZY7
1634,ENSG00000011465,DCN,decorin,Decorin,Q9Y5N9; Q9P0Z1; Q9Y5N8; P07585; Q9P0Z0
1635,ENSG00000129187,DCTD,dCMP deaminase,Deoxycytidylate deaminase,P32321; Q9BVD8; B2R836; Q5M7Z8; D3DP50; D3DP49
1636,ENSG00000159640,ACE,angiotensin I converting enzyme,Angiotensin-converting enzyme,Q59GY8; P22966; B4DXI3; Q7M4L4; B0LPF0; E7EU16; Q53YX9; P12821
1638,ENSG00000080166,DCT,dopachrome tautomerase,L-dopachrome tautomerase,P40126; Q09GT4
1639,ENSG00000204843,DCTN1,dynactin subunit 1,Dynactin subunit 1,Q9UIU2; B4DM45; Q9UIU1; Q9BRM9; Q14203; Q6IQ37; A8MY36; E9PFS5; G5E9H4; O95296; E9PGE1
1641,ENSG00000077279,DCX,doublecortin,Neuronal migration protein doublecortin,A6NFY6; O43911; A9Z1V8; Q5JYZ5; D3DUY8; D3DUY9; O43602; D3DUZ0
1642,ENSG00000167986,DDB1,damage specific DNA binding protein 1,DNA damage-binding protein 1,Q58F96; A6NG77; Q16531; B4DG00; Q13289; B2R648; O15176
1643,ENSG00000134574,DDB2,damage specific DNA binding protein 2,DNA damage-binding protein 2,Q76E54; Q76E56; Q92466; Q76E55; B2R875; Q76E57
1644,ENSG00000132437,DDC,dopa decarboxylase,Aromatic-L-amino-acid decarboxylase,P20711; Q5W5T9; C9IYA0; Q16723; E7ER62; E7EU95; Q75MJ6
1645,ENSG00000187134,AKR1C1,aldo-keto reductase family 1 member C1,Aldo-keto reductase family 1 member C1,Q7M4N2; Q5SR15; P52896; Q9UCX2; Q04828
1646,ENSG00000151632,AKR1C2,aldo-keto reductase family 1 member C2,Aldo-keto reductase family 1 member C2,B4DKR9; Q14133; Q96A71; P52895; A8K2N9; Q7M4N1; Q5SR16
1647,ENSG00000116717,GADD45A,growth arrest and DNA damage inducible alpha,Growth arrest and DNA damage-inducible protein GADD45 alpha,Q5TCA8; P24522; Q5TCA7
1649,ENSG00000175197,DDIT3,DNA damage inducible transcript 3,DNA damage-inducible transcript 3 protein,P35638; F8VS99
1650,ENSG00000244038,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,B2RDQ4; Q5VWA5; B4DLI2; O43244; P39656; B4DJE3; Q9BUI2; Q8NI93
1652,ENSG00000099977,DDT,D-dopachrome tautomerase,D-dopachrome decarboxylase,O00774; Q13534; B7Z522; P30046; O60787
1653,ENSG00000079785,DDX1,DEAD-box helicase 1,ATP-dependent RNA helicase DDX1,B4DME8; Q92499; B4DPN6
1654,ENSG00000215301,DDX3X,DEAD-box helicase 3 X-linked,ATP-dependent RNA helicase DDX3X,B4E3E8; A8K538; O15536; O00571
1655,ENSG00000108654,DDX5,DEAD-box helicase 5,Probable ATP-dependent RNA helicase DDX5,B4DLW8; O75681; P17844; D3DU32; B5BU21; E7ETL9; Q53Y61
1656,ENSG00000110367,DDX6,DEAD-box helicase 6,Probable ATP-dependent RNA helicase DDX6,P26196; Q5D048
1657,ENSG00000172869,DMXL1,Dmx like 1,DmX-like protein 1,Q9Y485
1659,ENSG00000067596,DHX8,DEAH-box helicase 8,ATP-dependent RNA helicase DHX8,Q14562
1660,ENSG00000135829,DHX9,DExH-box helicase 9,ATP-dependent RNA helicase A,B2RNV4; Q12803; Q05CI5; Q08211; Q32Q22; Q5VY62; Q6PD69; Q99556
1662,ENSG00000178105,DDX10,DEAD-box helicase 10,Probable ATP-dependent RNA helicase DDX10,B2RCQ3; Q5BJD8; Q13206
1663,ENSG00000013573,DDX11,DEAD/H-box helicase 11,ATP-dependent DNA helicase DDX11,Q92999; Q13333; Q86VQ4; Q92998; Q96FC9; Q86W62; Q92770; Q92498
1665,ENSG00000109606,DHX15,DEAH-box helicase 15,ATP-dependent RNA helicase DHX15,O43143; Q9NQT7
1666,ENSG00000104325,DECR1,"2,4-dienoyl-CoA reductase 1","2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",B7Z6B8; Q16698; Q2M304; Q93085
1667,ENSG00000206047,DEFA1,defensin alpha 1,Neutrophil defensin 1; Neutrophil defensin 3,P59665; Q6EZF6; Q14125; P11479
1668,ENSG00000239839,DEFA3,defensin alpha 3,Neutrophil defensin 1; Neutrophil defensin 3,Q14125; P59666; P11479
1669,ENSG00000164821,DEFA4,defensin alpha 4,Defensin alpha 4,Q6EZF8; P12838
1670,ENSG00000164816,DEFA5,defensin alpha 5,Defensin alpha 5,Q01523; Q3KNV2; A0JDY6
1671,ENSG00000164822,DEFA6,defensin alpha 6,Defensin-6,Q6EZF9; Q01524
1672,ENSG00000164825,DEFB1,defensin beta 1,Beta-defensin 1,P60022; Q09753
1673,ENSG00000171711,DEFB4A,defensin beta 4A,Defensin beta 4A,O15263; Q52LC0
1674,ENSG00000175084,DES,desmin,Desmin,Q549R7; Q8IZR6; Q9UHN5; Q8IZR1; Q549R9; Q8TD99; Q9UJ80; Q549R8; Q15787; Q8TCX2; Q8NEU6; P17661; Q8NES2; Q8TAC4
1675,ENSG00000197766,CFD,complement factor D,Complement factor D,Q86VJ5; Q8WZB4; P00746; Q8N4E0; B4DV76; Q5U5S1
1676,ENSG00000160049,DFFA,DNA fragmentation factor subunit alpha,DNA fragmentation factor subunit alpha,Q96I97; Q5T6G6; O00273; Q9Y6C6; Q5T6G5
1677,ENSG00000169598,DFFB,DNA fragmentation factor subunit beta,DNA fragmentation factor subunit beta,O60521; Q5SR22; Q9BYI6; O76075; Q9BYI4; Q9BYI5
1678,ENSG00000126953,TIMM8A,translocase of inner mitochondrial membrane 8A,Mitochondrial import inner membrane translocase subunit Tim8 A,B2R5A6; O60220; Q6IRW6
1687,ENSG00000105928,GSDME,gasdermin E,Gasdermin-E,O60443; Q08AQ8; B2RAX9; Q9UBV3; A4D156; B3KT05; O14590
1690,ENSG00000100473,COCH,cochlin,Cochlin,Q96IU6; O43405; A8K9K9; D3DS84
1716,ENSG00000114956,DGUOK,deoxyguanosine kinase,"Deoxyguanosine kinase, mitochondrial",P78532; Q16854; Q4ZG09; Q7L1W9; Q96BC1; Q16759
1717,ENSG00000172893,DHCR7,7-dehydrocholesterol reductase,7-dehydrocholesterol reductase,O60717; B2R6Z2; Q9UBM7; O60492
1718,ENSG00000116133,DHCR24,24-dehydrocholesterol reductase,Delta(24)-sterol reductase,D3DQ51; Q9HBA8; Q15392; B7Z817
1719,ENSG00000228716,DHFR,dihydrofolate reductase,Dihydrofolate reductase,Q14130; Q6IRW8; P00374; B4DDD2
1720,-,DHFRP3,dihydrofolate reductase pseudogene 3,-,-
1723,ENSG00000102967,DHODH,dihydroorotate dehydrogenase (quinone),"Dihydroorotate dehydrogenase (quinone), mitochondrial",A8K8C8; Q02127; Q6P176
1725,ENSG00000095059,DHPS,deoxyhypusine synthase,Deoxyhypusine synthase,P49366; Q13276; M0R1I5; A8K688; Q9UDG0; Q13184
1727,ENSG00000100243,CYB5R3,cytochrome b5 reductase 3,NADH-cytochrome b5 reductase 3,Q8TDL8; P00387; Q9UL55; B1AHF2; Q9UEN5; O75675; Q9UEN4; Q8WTS8; B7Z7L3; Q9UL56
1728,ENSG00000181019,NQO1,NAD(P)H quinone dehydrogenase 1,NAD(P)H dehydrogenase [quinone] 1,B2R5Y9; P15559; B4DNM7; B7ZAD1; Q86UK1
1729,ENSG00000131504,DIAPH1,diaphanous related formin 1,Protein diaphanous homolog 1,Q59FH8; A6NF18; E9PEZ2; Q17RN4; Q9UC76; O60610; B7ZKW2
1730,ENSG00000147202,DIAPH2,diaphanous related formin 2,Protein diaphanous homolog 2,O60879; O60878; Q9UJL2; A6NG19; Q8WX48; Q8WX06
1731,ENSG00000180096,SEPTIN1,septin 1,Septin-1,Q96EL4; Q8WYJ6; Q658T1; Q9H285; B4DVE6; Q8NEZ1
1733,ENSG00000211452,DIO1,iodothyronine deiodinase 1,Type I iodothyronine deiodinase,P49895; Q6Q4C9; Q6Q4C7; Q6Q4C2; Q3KNP8; Q6Q4C1; Q6Q4C5; Q1RN02; Q6Q4C6; Q8WWC6; Q6Q4C3; Q6Q4C4
1734,ENSG00000211448,DIO2,iodothyronine deiodinase 2,Type II iodothyronine deiodinase,Q9P1W4; G3V315; Q6B0A3; Q92813; B9EGK0; Q9HCP8; Q9HCP7; Q9UDZ1
1735,ENSG00000197406,DIO3,iodothyronine deiodinase 3,Thyroxine 5-deiodinase,G3XAM0; P55073; Q8WVN5
1736,ENSG00000130826,DKC1,dyskerin pseudouridine synthase 1,H/ACA ribonucleoprotein complex subunit DKC1,O43845; F5BSB3; Q96G67; O60832; Q9Y505
1737,ENSG00000150768,DLAT,dihydrolipoamide S-acetyltransferase,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",P10515; Q16783; Q53EP3
1738,ENSG00000091140,DLD,dihydrolipoamide dehydrogenase,"Dihydrolipoyl dehydrogenase, mitochondrial",P09622; Q14131; Q59EV8; Q8WTS4; B4DHG0; B4DT69; B2R5X0; Q14167
